ticker,setup,entry_date,exit_date,entry,exit,qty,days,pnl,pnl_pct,r,reason,m_r6m
PANW,pullback,2022-04-26,2022-04-29,98.8333,93.8999,2,3,-11.6,-5.84,-1.176,손절,19.0
CF,pullback,2022-01-25,2022-05-02,61.5304,87.5942,6,67,103.92,28.02,3.519,SMA50 이탈,44.9
KOS,pullback,2022-04-29,2022-05-02,7.16,6.5872,47,1,-29.83,-8.82,-1.108,손절,107.6
PCRX,pullback,2022-04-22,2022-05-03,76.0,73.01,5,7,-18.3,-4.79,-0.652,SMA50 이탈,43.4
LNTH,pullback,2022-04-29,2022-05-06,68.65,63.158,6,5,-36.51,-8.82,-1.108,손절,162.3
VRTX,pullback,2022-05-02,2022-05-06,264.15,256.32,2,4,-3.49,-0.66,-0.383,갭하락 손절,50.1
GPRK,pullback,2022-05-02,2022-05-09,13.0222,12.056,3,5,-3.24,-8.25,-1.117,손절,7.7
AVD,pullback,2022-05-06,2022-05-09,22.3937,20.282,20,1,-46.07,-10.24,-1.286,갭하락 손절,40.8
CHRD,pullback,2022-05-06,2022-05-09,95.8798,89.4644,4,1,-29.0,-7.53,-0.945,SMA50 이탈,19.7
PBR,pullback,2022-05-09,2022-05-10,5.3573,5.2405,76,1,-12.5,-3.06,-0.384,SMA50 이탈,79.8
LMT,pullback,2022-05-09,2022-05-10,397.0143,389.9981,1,1,-10.56,-2.65,-0.473,SMA50 이탈,36.0
HESM,pullback,2022-05-09,2022-05-10,21.9109,20.6051,4,1,-5.99,-6.8,-0.854,SMA50 이탈,30.2
TSN,pullback,2022-05-10,2022-05-11,80.5134,77.7382,6,1,-20.92,-4.31,-0.699,SMA50 이탈,15.0
HPQ,pullback,2022-05-11,2022-05-12,31.2127,29.8775,12,1,-19.32,-5.14,-1.261,갭하락 손절,20.5
IMKTA,pullback,2022-05-11,2022-05-16,92.8522,89.3718,5,3,-21.5,-4.61,-0.667,SMA50 이탈,27.2
SBLK,pullback,2022-05-12,2022-06-08,18.8127,18.9754,19,18,28.21,7.86,0.986,SMA50 이탈,74.6
MCK,pullback,2022-06-08,2022-06-09,314.0562,305.6803,1,1,-11.16,-3.54,-0.782,SMA50 이탈,44.0
CYTK,pullback,2022-06-09,2022-06-10,41.37,38.0604,10,1,-36.67,-8.82,-1.108,손절,11.2
AMR,pullback,2022-01-27,2022-06-13,59.8158,138.7697,6,94,261.15,72.44,9.096,SMA50 이탈,153.9
OXY,pullback,2022-05-03,2022-06-13,54.1449,56.1718,6,28,29.0,8.89,1.116,SMA50 이탈,74.3
PBR,pullback,2022-05-12,2022-06-13,5.478,5.3883,1,21,-0.14,-2.52,-0.316,SMA50 이탈,70.0
LNTH,pullback,2022-05-16,2022-06-13,63.27,61.88,6,19,22.67,5.94,0.746,SMA50 이탈,113.6
